Category;Title;Link
Tecnologia;Podcast debate os favoritos para o Prêmio eSports Brasil (Reprodução);https://globoesporte.globo.com/esports/noticia/early-game-37-os-favoritos-pra-ganhar-o-premio-esports-brasil-2020.ghtml
Tecnologia;Nova versão do PS5 poderia competir com Xbox Series X (Murilo Molina/TechTudo);https://globoesporte.globo.com/esports/noticia/ps5-pro-nova-versao-do-console-poderia-competir-com-xbox-series-x.ghtml
Entretenimento;Guia responde a série de dúvidas sobre procedimento (Getty Images);https://revistamarieclaire.globo.com/Beleza/noticia/2020/12/congelamento-de-ovulos-10-perguntas-e-respostas-sobre-o-procedimento.html
Entretenimento;Vai investir seu dinheiro? Veja dicas para correr menos risco (Reprodução);https://revistaglamour.globo.com/Lifestyle/Carreira-e-dinheiro/noticia/2020/12/6-cuidados-para-ficar-atenta-na-hora-de-investir-o-seu-dinheiro.html
Entretenimento;Arruda: 'A casa vive a maior transformação em 20 anos' (Reprodução);https://casavogue.globo.com/Casa-Vogue-Experience/noticia/2020/12/casa-esta-passando-pela-maior-transformacao-dos-ultimos-20-anos-disse-mauricio-arruda.html
Entretenimento;Simplicidade é a dica máxima para decorar a mesa este ano (Reprodução);https://casavogue.globo.com/Interiores/Ambientes/noticia/2020/12/mesa-posta-10-ideias-para-festas-de-natal-e-ano-novo.html
Entretenimento;Veja 12 dicas para aumentar o faturamento com as festas (Reprodução);https://revistapegn.globo.com/Banco-de-ideias/Varejo/noticia/2020/12/12-dicas-para-aumentar-o-faturamento-no-natal.html
Entretenimento;Veja passo a passo para fazer sua própria guirlanda vegetal (Reprodução);https://revistamarieclaire.globo.com/Lifestyle/noticia/2020/12/natal-2020-aprenda-fazer-uma-guirlanda-vegetal-passo-passo.html
Entretenimento;Bibi vai para baile funk com chefão do tráfico ( Anderson Barros / Gshow);https://gshow.globo.com/novelas/a-forca-do-querer/vem-por-ai/noticia/bibi-vai-para-baile-funk-com-chefao-do-trafico-e-juliana-paes-relembra-cena.ghtml
Entretenimento;"Duque e Guiomar se beijam
 após apresentação em bar (Globo)";https://gshow.globo.com/novelas/flor-do-caribe/vem-por-ai/noticia/duque-e-guiomar-se-beijam.ghtml
Entretenimento;Shirlei vê Felipe sem camisa e repreende atração por ele (Globo);https://gshow.globo.com/novelas/haja-coracao/vem-por-ai/noticia/shirlei-ve-felipe-sem-camisa-e-repreende-sua-atracao-por-ele-tira-isso-da-cabeca.ghtml
Entretenimento;Anderson sofre acidente de moto após ser humilhado  (Globo);https://gshow.globo.com/novelas/malhacao/edicao-especial/vem-por-ai/noticia/anderson-sofre-acidente-de-moto-apos-ser-humilhado-por-mitsuko.ghtml
Jornalismo;Presidente da Caixa: 'Nunca pensei que morassem em lixão';https://epoca.globo.com/guilherme-amado/980080-nunca-pensei-que-existissem-pessoas-morando-em-lixao-diz-presidente-da-caixa-veja-video-24779937
Jornalismo;Após denúncias de maus tratos, Justiça retira filha de Flordelis;https://extra.globo.com/casos-de-policia/apos-denuncias-de-maus-tratos-justica-determina-que-filha-adotiva-de-flordelis-seja-levada-para-abrigo-24779521.html
Jornalismo;Casal é preso suspeito de ligação com mega-assalto de Criciúma;https://g1.globo.com/sp/campinas-regiao/noticia/2020/12/03/casal-de-campinas-e-preso-suspeito-de-ligacao-com-mega-assalto-em-criciuma-explosivos-sao-apreendidos.ghtml
Jornalismo;"
Mesmo com Covid-19, Miss Brasil 2019 vai à padaria e é detonada";https://revistaglamour.globo.com/Celebridades/noticia/2020/12/infectada-com-covid-19-miss-brasil-2019-vai-padaria.html
Jornalismo;Mãe fala da morte de menina em acidente com prato de vidro;https://revistacrescer.globo.com/Criancas/Saude/noticia/2020/12/menina-de-4-anos-morre-apos-cair-sobre-prato-de-vidro-e-cortar-garganta-e-muito-dificil-agora-eu-acordo-e-ela-nao-esta-do-meu-lado-diz-mae.html
Esporte;Após falha, Lucão chora na saída de campo em derrota do Vasco;https://globoesporte.globo.com/futebol/times/vasco/noticia/apos-falha-lucao-chora-na-saida-de-campo-em-derrota-do-vasco-para-o-defensa-y-justicia.ghtml
Esporte;Derrota do Vasco enche as redes sociais de memes;https://globoesporte.globo.com/futebol/times/vasco/noticia/hoje-nao-tem-gol-do-ribamar-derrota-do-vasco-enche-as-redes-sociais-de-memes.ghtml
Esporte;Renato vê Grêmio sem dar chance ao Guaraní na Libertadores;https://globoesporte.globo.com/rs/futebol/times/gremio/noticia/renato-enaltece-gol-cedo-e-ve-gremio-sem-dar-chances-ao-guarani-para-garantir-vaga.ghtml
Esporte;Após declaração de Neymar, jornal já 'planeja' Messi no PSG;https://globoesporte.globo.com/futebol/futebol-internacional/noticia/declaracao-de-neymar-agita-bastidores-e-jornais-veem-messi-no-psg-como-sonho-possivel.ghtml
Esporte;Diniz diz que líder São Paulo aprendeu com 'as dores do passado';https://globoesporte.globo.com/futebol/times/sao-paulo/noticia/diniz-comemora-lideranca-do-sao-paulo-mas-mantem-pes-no-chao-as-dores-do-passado-fizeram-o-time-aprender.ghtml
Entretenimento;Após perder 25kg, mulher de Ferrugem faz fotos sem retoques;https://revistaquem.globo.com/QUEM-News/noticia/2020/12/apos-perder-25kg-mulher-de-ferrugem-faz-campanha-de-biquini-sem-retoques.html
Entretenimento;Fabio Assunção revela que será papai de novo: 'Estamos grávidos';https://gq.globo.com/Men-of-the-Year/noticia/2020/12/fabio-assuncao-revela-estar-espera-de-um-filho-com-ana-verena-estamos-gravidos.html
Entretenimento;"
Separada de Gusttavo Lima, Suita se diverte em grupo: 'Canceladas'";https://revistaquem.globo.com/QUEM-News/noticia/2020/12/andressa-suita-se-diverte-dancando-funk-com-amiga-canceladas.html
Entretenimento;Vídeo: com câncer, Fátima Bernardes se emociona com poema;https://revistaquem.globo.com/QUEM-News/noticia/2020/12/com-cancer-fatima-bernardes-chora-com-poema-de-braulio-bessa.html
Entretenimento;'BBB': confira antes e depois dos primeiros eliminados do reality;https://gshow.globo.com/realities/bbb/noticia/big-brother-brasil-confira-o-antes-e-o-depois-dos-primeiros-eliminados.ghtml
